,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,defense,experience_growth,height_m,hp,name,sp_attack,sp_defense,speed,type1,type2,weight_kg,is_legendary
111,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,130,5120,70,485,0.6,120,1250000,1.9,105,Rhydon,45,45,40,ground,rock,120.0,0
112,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,10240,140,450,0.3,5,800000,1.1,250,Chansey,35,105,50,normal,none,34.6,0
113,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,55,5120,70,435,0.45,115,1000000,1.0,65,Tangela,100,40,60,grass,none,35.0,0
114,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,5120,70,590,0.45,100,1000000,2.2,105,Kangaskhan,60,100,100,normal,none,80.0,0
115,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,40,5120,70,295,2.25,70,1000000,0.4,30,Horsea,70,25,60,water,none,8.0,0
116,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,440,0.75,95,1000000,1.2,55,Seadra,95,45,85,water,none,25.0,0
117,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,67,5120,70,320,2.25,60,1000000,0.6,45,Goldeen,35,50,63,water,none,15.0,0
118,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92,5120,70,450,0.6,65,1000000,1.3,80,Seaking,65,80,68,water,none,39.0,0
119,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,45,5120,70,340,2.25,55,1250000,0.8,30,Staryu,70,55,85,water,none,34.5,0
120,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,5120,70,520,0.6,85,1250000,1.1,60,Starmie,100,85,115,water,psychic,80.0,0
121,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,45,6400,70,460,0.45,65,1000000,1.3,40,Mr. Mime,100,120,90,psychic,fairy,54.5,0
122,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,110,6400,70,500,0.45,80,1000000,1.5,70,Scyther,55,80,105,bug,flying,56.0,0
123,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,50,6400,70,455,0.45,35,1000000,1.4,65,Jynx,115,95,95,ice,psychic,40.6,0
124,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,83,6400,70,490,0.45,57,1000000,1.1,65,Electabuzz,95,85,105,electric,none,30.0,0
125,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95,6400,70,495,0.45,57,1000000,1.3,65,Magmar,100,85,93,fire,none,44.5,0
126,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,155,6400,70,600,0.45,120,1250000,1.5,65,Pinsir,65,90,105,bug,none,55.0,0
127,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,5120,70,490,0.45,95,1250000,1.4,75,Tauros,40,70,110,normal,none,88.4,0
128,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,10,1280,70,200,2.55,55,1250000,0.9,20,Magikarp,15,20,80,water,none,10.0,0
129,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,155,1280,70,640,0.45,109,1250000,6.5,95,Gyarados,70,130,81,water,flying,235.0,0
130,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,85,10240,70,535,0.45,80,1250000,2.5,130,Lapras,85,95,60,water,ice,220.0,0
131,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48,5120,70,288,0.35,48,1000000,0.3,48,Ditto,48,48,48,normal,none,4.0,0
132,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,8960,70,325,0.45,50,1000000,0.3,55,Eevee,45,65,55,normal,none,6.5,0
133,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,8960,70,525,0.45,60,1000000,1.0,130,Vaporeon,110,95,65,water,none,29.0,0
134,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,65,8960,70,525,0.45,60,1000000,0.8,65,Jolteon,110,95,130,electric,none,24.5,0
135,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,130,8960,70,525,0.45,60,1000000,0.9,65,Flareon,95,110,65,fire,none,25.0,0
136,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,5120,70,395,0.45,70,1000000,0.8,65,Porygon,85,75,40,normal,none,36.5,0
137,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,40,7680,70,355,0.45,100,1000000,0.4,35,Omanyte,90,55,35,rock,water,7.5,0
138,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,60,7680,70,495,0.45,125,1000000,1.0,70,Omastar,115,70,55,rock,water,35.0,0
139,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,80,7680,70,355,0.45,90,1000000,0.5,30,Kabuto,55,45,55,rock,water,11.5,0
140,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,115,7680,70,495,0.45,105,1000000,1.3,60,Kabutops,65,70,80,rock,water,40.5,0
141,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,135,8960,70,615,0.45,85,1250000,1.8,80,Aerodactyl,70,95,150,rock,flying,59.0,0
142,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,10240,70,540,0.25,65,1250000,2.1,160,Snorlax,65,110,30,normal,none,460.0,0
143,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,85,20480,35,580,0.03,100,1250000,1.7,90,Articuno,95,125,85,ice,flying,55.4,1
144,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,90,20480,35,580,0.03,85,1250000,1.6,90,Zapdos,125,90,100,electric,flying,52.6,1
145,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,100,20480,35,580,0.03,90,1250000,2.0,90,Moltres,125,85,90,fire,flying,60.0,1
146,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,64,10240,35,300,0.45,45,1250000,1.8,41,Dratini,50,50,50,dragon,none,3.3,0
147,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,84,10240,35,420,0.45,65,1250000,4.0,61,Dragonair,70,70,70,dragon,none,16.5,0
148,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,134,10240,35,600,0.45,95,1250000,2.2,91,Dragonite,100,100,80,dragon,flying,210.0,0
149,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,150,30720,0,780,0.03,70,1250000,2.0,106,Mewtwo,194,120,140,psychic,none,122.0,1
150,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,100,30720,100,600,0.45,100,1059860,0.4,100,Mew,100,100,100,psychic,none,4.0,1
151,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,49,5120,70,318,0.45,65,1059860,0.9,45,Chikorita,49,65,45,grass,none,6.4,0
152,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,62,5120,70,405,0.45,80,1059860,1.2,60,Bayleef,63,80,60,grass,none,15.8,0
153,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,82,5120,70,525,0.45,100,1059860,1.8,80,Meganium,83,100,80,grass,none,100.5,0
154,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,52,5120,70,309,0.45,43,1059860,0.5,39,Cyndaquil,60,50,65,fire,none,7.9,0
155,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,64,5120,70,405,0.45,58,1059860,0.9,58,Quilava,80,65,80,fire,none,19.0,0
156,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,84,5120,70,534,0.45,78,1059860,1.7,78,Typhlosion,109,85,100,fire,none,79.5,0
157,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,314,0.45,64,1059860,0.6,50,Totodile,44,48,43,water,none,9.5,0
158,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,5120,70,405,0.45,80,1059860,1.1,65,Croconaw,59,63,58,water,none,25.0,0
159,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,530,0.45,100,1059860,2.3,85,Feraligatr,79,83,78,water,none,88.8,0
160,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46,3840,70,215,2.55,34,1000000,0.8,35,Sentret,35,45,20,normal,none,6.0,0
161,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76,3840,70,415,0.9,64,1000000,1.8,85,Furret,45,55,90,normal,none,32.5,0
162,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,30,3840,70,262,2.55,30,1000000,0.7,60,Hoothoot,36,56,50,normal,flying,21.2,0
163,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50,3840,70,452,0.9,50,1000000,1.6,100,Noctowl,86,96,70,normal,flying,40.8,0
164,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,20,3840,70,265,2.55,30,800000,1.0,40,Ledyba,40,80,55,bug,flying,10.8,0
165,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,35,3840,70,390,0.9,50,800000,1.4,55,Ledian,55,110,85,bug,flying,35.6,0
166,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,60,3840,70,250,2.55,40,800000,0.5,40,Spinarak,40,40,30,bug,poison,8.5,0
167,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,90,3840,70,400,0.9,70,800000,1.1,70,Ariados,60,70,40,bug,poison,33.5,0
168,0.25,1.0,1.0,2.0,0.5,0.25,1.0,1.0,1.0,0.25,0.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0,90,3840,70,535,0.9,80,1000000,1.8,85,Crobat,70,80,130,poison,flying,75.0,0
169,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,38,5120,70,330,1.9,38,1250000,0.5,75,Chinchou,56,56,67,water,electric,12.0,0
170,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,58,5120,70,460,0.75,58,1250000,1.2,125,Lanturn,76,76,67,water,electric,22.5,0
171,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,2560,70,205,1.9,15,1000000,0.3,20,Pichu,35,35,60,electric,none,2.0,0
172,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,25,2560,140,218,1.5,28,800000,0.3,50,Cleffa,45,55,15,fairy,none,3.0,0
173,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,30,2560,70,210,1.7,15,800000,0.3,90,Igglybuff,40,20,15,normal,fairy,1.0,0
174,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20,2560,70,245,1.9,65,800000,0.3,35,Togepi,40,65,20,fairy,none,1.5,0
175,0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,40,2560,70,405,0.75,85,800000,0.6,55,Togetic,80,105,40,fairy,flying,3.2,0
176,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,50,5120,70,320,1.9,45,1000000,0.2,40,Natu,70,45,70,psychic,flying,2.0,0
177,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,75,5120,70,470,0.75,70,1000000,1.5,65,Xatu,95,70,95,psychic,flying,15.0,0
178,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,5120,70,280,2.35,40,1059860,0.6,55,Mareep,65,45,35,electric,none,7.8,0
179,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,5120,70,365,1.2,55,1059860,0.8,70,Flaaffy,80,60,45,electric,none,13.3,0
180,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,95,5120,70,610,0.45,105,1059860,1.4,90,Ampharos,165,110,45,electric,none,61.5,0
181,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,80,5120,70,490,0.45,95,1059860,0.4,75,Bellossom,90,100,50,grass,none,5.8,0
182,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,20,2560,70,250,1.9,50,800000,0.4,70,Marill,20,50,40,water,fairy,8.5,0
183,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,50,2560,70,420,0.75,80,800000,0.8,100,Azumarill,60,80,50,water,fairy,28.5,0
184,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,100,5120,70,410,0.65,115,1000000,1.2,70,Sudowoodo,30,65,30,rock,none,38.0,0
185,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,5120,70,500,0.45,75,1059860,1.1,90,Politoed,90,100,70,water,none,33.9,0
186,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,35,5120,70,250,2.55,40,1059860,0.4,35,Hoppip,35,55,50,grass,flying,0.5,0
187,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,45,5120,70,340,1.2,50,1059860,0.6,55,Skiploom,45,65,80,grass,flying,1.0,0
188,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,55,5120,70,460,0.45,70,1059860,0.8,75,Jumpluff,55,95,110,grass,flying,3.0,0
189,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,5120,70,360,0.45,55,800000,0.8,55,Aipom,40,55,85,normal,none,11.5,0
190,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,30,5120,70,180,2.35,30,1059860,0.3,30,Sunkern,30,30,30,grass,none,1.8,0
191,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75,5120,70,425,1.2,55,1059860,0.8,75,Sunflora,105,85,30,grass,none,8.5,0
192,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,65,5120,70,390,0.75,45,1000000,1.2,65,Yanma,75,45,95,bug,flying,38.0,0
193,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,45,5120,70,210,2.55,45,1000000,0.4,55,Wooper,25,25,15,water,ground,8.5,0
194,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85,5120,70,430,0.9,85,1000000,1.4,95,Quagsire,65,65,35,water,ground,75.0,0
195,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,65,8960,70,525,0.45,60,1000000,0.9,65,Espeon,130,95,110,psychic,none,26.5,0
196,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,65,8960,35,525,0.45,110,1000000,1.0,95,Umbreon,60,130,65,dark,none,27.0,0
197,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,85,5120,35,405,0.3,42,1059860,0.5,60,Murkrow,85,42,91,dark,flying,2.1,0
198,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,5120,70,490,0.7,80,1000000,2.0,95,Slowking,100,110,30,water,psychic,79.5,0
199,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,6400,35,435,0.45,60,800000,0.7,60,Misdreavus,85,85,85,ghost,none,1.0,0
200,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,72,10240,70,336,2.25,48,1000000,0.5,48,Unown,72,48,48,psychic,none,5.0,0
201,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,33,5120,70,405,0.45,58,1000000,1.3,190,Wobbuffet,33,58,33,psychic,none,28.5,0
202,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,80,5120,70,455,0.6,65,1000000,1.5,70,Girafarig,90,65,85,normal,psychic,41.5,0
203,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,65,5120,70,290,1.9,90,1000000,0.6,50,Pineco,35,35,15,bug,none,7.2,0
204,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,90,5120,70,465,0.75,140,1000000,1.2,75,Forretress,60,60,40,bug,steel,125.8,0
205,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,5120,70,415,1.9,70,1000000,1.5,100,Dunsparce,65,65,45,normal,none,14.0,0
206,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,75,5120,70,430,0.6,105,1059860,1.1,65,Gligar,35,65,85,ground,flying,64.8,0
207,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,125,6400,70,610,0.25,230,1000000,9.2,75,Steelix,55,95,30,steel,ground,400.0,0
208,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,80,5120,70,300,1.9,50,800000,0.6,60,Snubbull,40,40,30,fairy,none,7.8,0
209,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,120,5120,70,450,0.75,75,800000,1.4,90,Granbull,60,60,45,fairy,none,48.7,0
210,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,95,5120,70,440,0.45,85,1000000,0.5,65,Qwilfish,55,55,85,water,poison,3.9,0
211,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,150,6400,70,600,0.25,140,1000000,1.8,70,Scizor,65,100,75,bug,steel,118.0,0
212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,10,5120,70,505,1.9,230,1059860,0.6,20,Shuckle,10,230,5,bug,rock,20.5,0
213,0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,185,6400,70,600,0.45,115,1250000,1.5,80,Heracross,40,105,75,bug,fighting,54.0,0
214,2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,95,5120,35,430,0.6,55,1059860,0.9,55,Sneasel,35,75,115,dark,ice,28.0,0
215,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,330,1.2,50,1000000,0.6,60,Teddiursa,50,50,40,normal,none,8.8,0
216,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,5120,70,500,0.6,75,1000000,1.8,90,Ursaring,75,75,55,normal,none,125.8,0
217,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,40,5120,70,250,1.9,40,1000000,0.7,40,Slugma,70,40,20,fire,none,35.0,0
218,0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,50,5120,70,430,0.75,120,1000000,0.8,60,Magcargo,90,80,30,fire,rock,55.0,0
219,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,50,5120,70,250,2.25,40,1250000,0.4,50,Swinub,30,30,50,ice,ground,6.5,0
220,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,100,5120,70,450,0.75,80,1250000,1.1,100,Piloswine,60,60,50,ice,ground,55.8,0
221,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,55,5120,70,410,0.6,95,800000,0.6,65,Corsola,65,95,35,water,rock,5.0,0
222,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,300,1.9,35,1000000,0.6,35,Remoraid,65,35,65,water,none,12.0,0
223,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,480,0.75,75,1000000,0.9,75,Octillery,105,75,45,water,none,28.5,0
