against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_happiness,base_total,defense,height_m,hp,name,sp_attack,sp_defense,speed,type1,type2,weight_kg,is_legendary,capture_rate_bin,experience_growth_bin
1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,85,70,345,95,1.0,80,Rhyhorn,30,30,25,ground,rock,115.0,0,1-1.5,Above 1.1M
1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,130,70,485,120,1.9,105,Rhydon,45,45,40,ground,rock,120.0,0,0.5-1,Above 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,140,450,5,1.1,250,Chansey,35,105,50,normal,none,34.6,0,0-0.5,Below 1.1M
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,55,70,435,115,1.0,65,Tangela,100,40,60,grass,none,35.0,0,0-0.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,70,590,100,2.2,105,Kangaskhan,60,100,100,normal,none,80.0,0,0-0.5,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,40,70,295,70,0.4,30,Horsea,70,25,60,water,none,8.0,0,2.0-2.5,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,70,440,95,1.2,55,Seadra,95,45,85,water,none,25.0,0,0.5-1,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,67,70,320,60,0.6,45,Goldeen,35,50,63,water,none,15.0,0,2.0-2.5,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92,70,450,65,1.3,80,Seaking,65,80,68,water,none,39.0,0,0.5-1,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,45,70,340,55,0.8,30,Staryu,70,55,85,water,none,34.5,0,2.0-2.5,Above 1.1M
2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,70,520,85,1.1,60,Starmie,100,85,115,water,psychic,80.0,0,0.5-1,Above 1.1M
1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,45,70,460,65,1.3,40,Mr. Mime,100,120,90,psychic,fairy,54.5,0,0-0.5,Below 1.1M
0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,110,70,500,80,1.5,70,Scyther,55,80,105,bug,flying,56.0,0,0-0.5,Below 1.1M
2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,50,70,455,35,1.4,65,Jynx,115,95,95,ice,psychic,40.6,0,0-0.5,Below 1.1M
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,83,70,490,57,1.1,65,Electabuzz,95,85,105,electric,none,30.0,0,0-0.5,Below 1.1M
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95,70,495,57,1.3,65,Magmar,100,85,93,fire,none,44.5,0,0-0.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,155,70,600,120,1.5,65,Pinsir,65,90,105,bug,none,55.0,0,0-0.5,Above 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,70,490,95,1.4,75,Tauros,40,70,110,normal,none,88.4,0,0-0.5,Above 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,10,70,200,55,0.9,20,Magikarp,15,20,80,water,none,10.0,0,2.5+,Above 1.1M
0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,155,70,640,109,6.5,95,Gyarados,70,130,81,water,flying,235.0,0,0-0.5,Above 1.1M
1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,85,70,535,80,2.5,130,Lapras,85,95,60,water,ice,220.0,0,0-0.5,Above 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48,70,288,48,0.3,48,Ditto,48,48,48,normal,none,4.0,0,0-0.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,70,325,50,0.3,55,Eevee,45,65,55,normal,none,6.5,0,0-0.5,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,70,525,60,1.0,130,Vaporeon,110,95,65,water,none,29.0,0,0-0.5,Below 1.1M
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,65,70,525,60,0.8,65,Jolteon,110,95,130,electric,none,24.5,0,0-0.5,Below 1.1M
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,130,70,525,60,0.9,65,Flareon,95,110,65,fire,none,25.0,0,0-0.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,70,395,70,0.8,65,Porygon,85,75,40,normal,none,36.5,0,0-0.5,Below 1.1M
1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,40,70,355,100,0.4,35,Omanyte,90,55,35,rock,water,7.5,0,0-0.5,Below 1.1M
1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,60,70,495,125,1.0,70,Omastar,115,70,55,rock,water,35.0,0,0-0.5,Below 1.1M
1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,80,70,355,90,0.5,30,Kabuto,55,45,55,rock,water,11.5,0,0-0.5,Below 1.1M
1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,115,70,495,105,1.3,60,Kabutops,65,70,80,rock,water,40.5,0,0-0.5,Below 1.1M
0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,135,70,615,85,1.8,80,Aerodactyl,70,95,150,rock,flying,59.0,0,0-0.5,Above 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,70,540,65,2.1,160,Snorlax,65,110,30,normal,none,460.0,0,0-0.5,Above 1.1M
0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,85,35,580,100,1.7,90,Articuno,95,125,85,ice,flying,55.4,1,0-0.5,Above 1.1M
0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,90,35,580,85,1.6,90,Zapdos,125,90,100,electric,flying,52.6,1,0-0.5,Above 1.1M
0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,100,35,580,90,2.0,90,Moltres,125,85,90,fire,flying,60.0,1,0-0.5,Above 1.1M
1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,64,35,300,45,1.8,41,Dratini,50,50,50,dragon,none,3.3,0,0-0.5,Above 1.1M
1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,84,35,420,65,4.0,61,Dragonair,70,70,70,dragon,none,16.5,0,0-0.5,Above 1.1M
0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,134,35,600,95,2.2,91,Dragonite,100,100,80,dragon,flying,210.0,0,0-0.5,Above 1.1M
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,150,0,780,70,2.0,106,Mewtwo,194,120,140,psychic,none,122.0,1,0-0.5,Above 1.1M
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,100,100,600,100,0.4,100,Mew,100,100,100,psychic,none,4.0,1,0-0.5,Below 1.1M
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,49,70,318,65,0.9,45,Chikorita,49,65,45,grass,none,6.4,0,0-0.5,Below 1.1M
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,62,70,405,80,1.2,60,Bayleef,63,80,60,grass,none,15.8,0,0-0.5,Below 1.1M
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,82,70,525,100,1.8,80,Meganium,83,100,80,grass,none,100.5,0,0-0.5,Below 1.1M
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,52,70,309,43,0.5,39,Cyndaquil,60,50,65,fire,none,7.9,0,0-0.5,Below 1.1M
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,64,70,405,58,0.9,58,Quilava,80,65,80,fire,none,19.0,0,0-0.5,Below 1.1M
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,84,70,534,78,1.7,78,Typhlosion,109,85,100,fire,none,79.5,0,0-0.5,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,70,314,64,0.6,50,Totodile,44,48,43,water,none,9.5,0,0-0.5,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,70,405,80,1.1,65,Croconaw,59,63,58,water,none,25.0,0,0-0.5,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,70,530,100,2.3,85,Feraligatr,79,83,78,water,none,88.8,0,0-0.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46,70,215,34,0.8,35,Sentret,35,45,20,normal,none,6.0,0,2.5+,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76,70,415,64,1.8,85,Furret,45,55,90,normal,none,32.5,0,0.5-1,Below 1.1M
0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,30,70,262,30,0.7,60,Hoothoot,36,56,50,normal,flying,21.2,0,2.5+,Below 1.1M
0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50,70,452,50,1.6,100,Noctowl,86,96,70,normal,flying,40.8,0,0.5-1,Below 1.1M
0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,20,70,265,30,1.0,40,Ledyba,40,80,55,bug,flying,10.8,0,2.5+,Below 1.1M
0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,35,70,390,50,1.4,55,Ledian,55,110,85,bug,flying,35.6,0,0.5-1,Below 1.1M
0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,60,70,250,40,0.5,40,Spinarak,40,40,30,bug,poison,8.5,0,2.5+,Below 1.1M
0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,90,70,400,70,1.1,70,Ariados,60,70,40,bug,poison,33.5,0,0.5-1,Below 1.1M
0.25,1.0,1.0,2.0,0.5,0.25,1.0,1.0,1.0,0.25,0.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0,90,70,535,80,1.8,85,Crobat,70,80,130,poison,flying,75.0,0,0.5-1,Below 1.1M
1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,38,70,330,38,0.5,75,Chinchou,56,56,67,water,electric,12.0,0,1.5-2.0,Above 1.1M
1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,58,70,460,58,1.2,125,Lanturn,76,76,67,water,electric,22.5,0,0.5-1,Above 1.1M
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,70,205,15,0.3,20,Pichu,35,35,60,electric,none,2.0,0,1.5-2.0,Below 1.1M
0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,25,140,218,28,0.3,50,Cleffa,45,55,15,fairy,none,3.0,0,1-1.5,Below 1.1M
0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,30,70,210,15,0.3,90,Igglybuff,40,20,15,normal,fairy,1.0,0,1.5-2.0,Below 1.1M
0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20,70,245,65,0.3,35,Togepi,40,65,20,fairy,none,1.5,0,1.5-2.0,Below 1.1M
0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,40,70,405,85,0.6,55,Togetic,80,105,40,fairy,flying,3.2,0,0.5-1,Below 1.1M
1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,50,70,320,45,0.2,40,Natu,70,45,70,psychic,flying,2.0,0,1.5-2.0,Below 1.1M
1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,75,70,470,70,1.5,65,Xatu,95,70,95,psychic,flying,15.0,0,0.5-1,Below 1.1M
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,70,280,40,0.6,55,Mareep,65,45,35,electric,none,7.8,0,2.0-2.5,Below 1.1M
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,70,365,55,0.8,70,Flaaffy,80,60,45,electric,none,13.3,0,1-1.5,Below 1.1M
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,95,70,610,105,1.4,90,Ampharos,165,110,45,electric,none,61.5,0,0-0.5,Below 1.1M
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,80,70,490,95,0.4,75,Bellossom,90,100,50,grass,none,5.8,0,0-0.5,Below 1.1M
0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,20,70,250,50,0.4,70,Marill,20,50,40,water,fairy,8.5,0,1.5-2.0,Below 1.1M
0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,50,70,420,80,0.8,100,Azumarill,60,80,50,water,fairy,28.5,0,0.5-1,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,100,70,410,115,1.2,70,Sudowoodo,30,65,30,rock,none,38.0,0,0.5-1,Below 1.1M
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,70,500,75,1.1,90,Politoed,90,100,70,water,none,33.9,0,0-0.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,35,70,250,40,0.4,35,Hoppip,35,55,50,grass,flying,0.5,0,2.5+,Below 1.1M
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,45,70,340,50,0.6,55,Skiploom,45,65,80,grass,flying,1.0,0,1-1.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,55,70,460,70,0.8,75,Jumpluff,55,95,110,grass,flying,3.0,0,0-0.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,70,360,55,0.8,55,Aipom,40,55,85,normal,none,11.5,0,0-0.5,Below 1.1M
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,30,70,180,30,0.3,30,Sunkern,30,30,30,grass,none,1.8,0,2.0-2.5,Below 1.1M
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75,70,425,55,0.8,75,Sunflora,105,85,30,grass,none,8.5,0,1-1.5,Below 1.1M
0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,65,70,390,45,1.2,65,Yanma,75,45,95,bug,flying,38.0,0,0.5-1,Below 1.1M
1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,45,70,210,45,0.4,55,Wooper,25,25,15,water,ground,8.5,0,2.5+,Below 1.1M
1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85,70,430,85,1.4,95,Quagsire,65,65,35,water,ground,75.0,0,0.5-1,Below 1.1M
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,65,70,525,60,0.9,65,Espeon,130,95,110,psychic,none,26.5,0,0-0.5,Below 1.1M
2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,65,35,525,110,1.0,95,Umbreon,60,130,65,dark,none,27.0,0,0-0.5,Below 1.1M
1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,85,35,405,42,0.5,60,Murkrow,85,42,91,dark,flying,2.1,0,0-0.5,Below 1.1M
2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,70,490,80,2.0,95,Slowking,100,110,30,water,psychic,79.5,0,0.5-1,Below 1.1M
0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60,35,435,60,0.7,60,Misdreavus,85,85,85,ghost,none,1.0,0,0-0.5,Below 1.1M
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,72,70,336,48,0.5,48,Unown,72,48,48,psychic,none,5.0,0,2.0-2.5,Below 1.1M
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,33,70,405,58,1.3,190,Wobbuffet,33,58,33,psychic,none,28.5,0,0-0.5,Below 1.1M
2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,80,70,455,65,1.5,70,Girafarig,90,65,85,normal,psychic,41.5,0,0.5-1,Below 1.1M
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,65,70,290,90,0.6,50,Pineco,35,35,15,bug,none,7.2,0,1.5-2.0,Below 1.1M
0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,90,70,465,140,1.2,75,Forretress,60,60,40,bug,steel,125.8,0,0.5-1,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,70,415,70,1.5,100,Dunsparce,65,65,45,normal,none,14.0,0,1.5-2.0,Below 1.1M
0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,75,70,430,105,1.1,65,Gligar,35,65,85,ground,flying,64.8,0,0.5-1,Below 1.1M
0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,125,70,610,230,9.2,75,Steelix,55,95,30,steel,ground,400.0,0,0-0.5,Below 1.1M
0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,80,70,300,50,0.6,60,Snubbull,40,40,30,fairy,none,7.8,0,1.5-2.0,Below 1.1M
0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,120,70,450,75,1.4,90,Granbull,60,60,45,fairy,none,48.7,0,0.5-1,Below 1.1M
0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,95,70,440,85,0.5,65,Qwilfish,55,55,85,water,poison,3.9,0,0-0.5,Below 1.1M
0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,150,70,600,140,1.8,70,Scizor,65,100,75,bug,steel,118.0,0,0-0.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,10,70,505,230,0.6,20,Shuckle,10,230,5,bug,rock,20.5,0,1.5-2.0,Below 1.1M
0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,185,70,600,115,1.5,80,Heracross,40,105,75,bug,fighting,54.0,0,0-0.5,Above 1.1M
2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,95,35,430,55,0.9,55,Sneasel,35,75,115,dark,ice,28.0,0,0.5-1,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,70,330,50,0.6,60,Teddiursa,50,50,40,normal,none,8.8,0,1-1.5,Below 1.1M
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,70,500,75,1.8,90,Ursaring,75,75,55,normal,none,125.8,0,0.5-1,Below 1.1M
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,40,70,250,40,0.7,40,Slugma,70,40,20,fire,none,35.0,0,1.5-2.0,Below 1.1M
0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,50,70,430,120,0.8,60,Magcargo,90,80,30,fire,rock,55.0,0,0.5-1,Below 1.1M
1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,50,70,250,40,0.4,50,Swinub,30,30,50,ice,ground,6.5,0,2.0-2.5,Above 1.1M
1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,100,70,450,80,1.1,100,Piloswine,60,60,50,ice,ground,55.8,0,0.5-1,Above 1.1M
1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,55,70,410,95,0.6,65,Corsola,65,95,35,water,rock,5.0,0,0.5-1,Below 1.1M
